index,index_assessments,paper_instructions_preamble,digital_instructions_preamble,paper_instructions,digital_instructions,question,response_options,indices_response_type,index_scale: REMAP,index_neutral,index_min_extreme_oo_unclear_na_none,index_max_extreme_oo_unclear_na_none,index_dontknow_na,num_options
2120,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Doesn't seem to feel guilty after misbehaving,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2121,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Easily jealous,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2122,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Breaks school rules,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2123,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,"Fears certain animals, situations, or places other than school (describe): ","0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2124,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Fears going to school,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2125,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Fears he/she might think or do something bad,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2126,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Feels he/she has to be perfect,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2127,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Feels or complains that no one loves him/her,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2128,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Feels others are out to get him/her,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2129,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Feels worthless or inferior,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2130,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,"Gets hurt a lot, accident prone","0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2131,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Gets in many fights,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2132,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Gets teased a lot,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2133,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Hangs around with others who get in trouble,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2134,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Hears sounds or voices that aren't there (describe):,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2135,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Impulsive or acts without thinking,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2136,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Would rather be alone than with others,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2137,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Lying or cheating,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2138,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Bites fingernails,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2139,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,"Nervous, high-strung, or tense","0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2140,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Nervous movements or twitching (describe):,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2141,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Overconforms to rules,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2142,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Not liked by other pupils,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2143,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Has difficulty learning,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2144,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Too fearful or anxious,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2145,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Feels dizzy or lightheaded,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2146,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Feels too guilty,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2147,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Talks out of turn,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2148,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Overtired without good reason,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2149,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Overweight,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2150,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Physical problems without known medical cause: Aches or pains (not stomach or headaches),"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2151,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Physical problems without known medical cause: Headaches,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2152,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,"Physical problems without known medical cause: Nausea, feels sick","0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2153,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Physical problems without known medical cause: Eye problems (NOT if corrected by glasses) (describe):,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2154,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Physical problems without known medical cause: Rashes or other skin problems ,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2155,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Physical problems without known medical cause: Stomachaches ,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2156,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,"Physical problems without known medical cause: Vomiting, throwing up ","0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2157,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Physical problems without known medical cause: Other (describe) ,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2158,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Physically attacks people,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2159,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,"Picks nose, skin, or other parts of body (describe):","0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2160,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Sleeps in class,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2161,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Apathetic or unmotivated,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2162,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Poor school work,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
2163,154,"Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments in the space provided for appropriate questions.","Your answers will be used to compare the pupil with other pupils whose teachers have completed similar forms. The information from this form will also be used for comparison with other information about this pupil. Please answer as well as you can, even if you lack full information. Scores on individual items will be combined to identify general patterns of behavior. Feel free to add additional comments.",,,Poorly coordinated or clumsy,"0=Not True (as far as you know), 1=Somewhat or Sometimes True, 2=Very True or Often True",1,1,0,oo,2,,3
