index,instructions,question
2304,,Uncooperative
2308,, Upset by new people or situations (describe): 
2309,,"Vomiting, throwing up (without medical cause)"
2310,,Unclean personal appearance
2790,,Is too forgetful
2791,,Makes good use of his/her opportunities
2793,,Works upto ability
2794,,Blames others for own problems
2798,,Can't get his/her mind off certain thoughts; obsessions
2800,,Too dependent on others
2804,,Is pretty honest
2810,,Damages or Destroys things belonging to others
2811,,Worries about his/her future
2812,,Breaks rules at work or elsewhere
2814,,Doesn't get along well with other people
2817,,Gets along badly with family
2818,,"Fears certain animals, situations, or places (describe):"
2819,,Poor relations with opposite sex
2827,,His/her relations with neighbors are poor
2832,, Lying or cheating
2833,,feels overwhelmed by responsibilities
2834,,"Nervous, highstrung, or tense"
2836,,Lacks self-confidence
2837,,Not liked by other kids
2838,,Can do certain things better than other people
2842,,Has trouble planning for the future
2843,,Feels tired without good reason
2844,,Moods swing between elation and depression
2846,,Aches or pains (not stomach or headaches)
2848,,"Nausea, feels sick"
2849,,Problems with eyes (not if corrected by glasses
2850,,Rashes or other skin problems
2852,,"Vomiting, throwing up"
2856,,Fails to finish things he/she should do
2858,,Poor work performance
2860,,Would rather be with older people than with people of own age
2861,, Has trouble setting priorities
2862,, Refuses to talk
2864,,Has trouble making or keeping friends
2865,, Screams a lot
2869,,Worries about his/her family
2870,,Meets responsibilities to his/her families
2873,,Irresponsible behavior
2874,,Sleeps more than most people during day and/or night (describe)
2875,,Has trouble making decisions
2877,,Stares blankly
2878,,Very changeable behavior
2879,,Steals
2880,,Is easily bored
2885,,Enjoys being with people
2886,,Rushes into things without considering the risks
2889,,Does things that may cause trouble with the law (describe):
2893,, Passive or lacks initiative
2895,,Likes to help others
2896,,Dislikes staying in one place for very long
2897,,Has trouble sleeping
2898,,Stays away from job even when not sick and not on vacation
2901,,Is unusually loud
2902,,Is disorganized
2903,,Tries to be fair to others
2904,,Feels he/she can't succeed
2905,,Tends to lose things
2906,,Likes to try new things
2907,,Makes good decisions
2910,, Sulks a lot
2911,,Fails to pay his/her debts or meet other financial responsibilities
2912,,Is restless or fidgety
2913,,Gets upset too easily
2914,,Has trouble managing money or credit cards
2915,,Is too impatient
2916,,He/she is not good at details
2917,,Drives too fast
2918,,Tends to be late for appointments
2919,,Has trouble keeping a job
2920,,He/she is a happy person
2921,,"In the past 6 months, about how many times per day did he/she use tobacco (including smokeless tobacco)?"
2922,,"In the past 6 months, on how many days was he/she drunk?"
2923,,"In the past 6 months, on how many days did he/she use drugs for nonmedical purposes (including marijuana, cocaine, and other drugs, except alcohol and nicotine)?"
5439,,I make good use of my time
5440,,I argue a lot
5441,,I have difficulty getting things done
5442,,I take care of my appearance
5443,,I use too much medication
5444,,I am self-confident
5445,,I have trouble concentrating or paying attention
5446,,I can't get my mind off certain thoughts
5448,,I have trouble sitting still
5450,,I am too dependent on others
5451,,I feel lonely
5452,,I feel confused or in a fog
5453,,I cry a lot
5454,,I am too concerned about getting old
5455,,I am mean to others
5456,,I sit around and don't do much
5458,,I try to get a lot of attention
5459,,I damage or destroy things
5460,,I forget people's names
5461,,I worry about my future
5462,,I don't get along with other people
5463,,I feel too guilty
5464,,I am jealous of others
5465,,I get along badly with my family
5468,,My relations with neighbors are poor
5469,,I am afraid I might think or do something bad
5470,,I have difficulty preparing my meals
5471,,I feel that no one cares about me
5472,,I feel that others are out to get me
5473,,I feel worthless or inferior
5474,,I feel sick a lot of the time
5475,,I feel restless or fidgety
5476,,I like to have things my own way
5477,,I hear sounds or voices that others think are not there
5479,,I act without thinking
5480,,I would rather be alone than with others
5481,,I do things that others don't like
5482,,I am nervous or tense
5483,,Parts of my body twitch or make nervous movements
5485,,I lack self-confidence
5486,,I am not liked by others
5487,,I can do certain things better than other people
5488,,I am fearful or anxious
5489,,I feel dizzy or lightheaded
5490,,I am bothered by a guilty conscience
5491,,I feel tired without good reason
5492,,I have aches or pains (not stomach or headaches)
5493,,I have headaches
5494,,I feel nauseous or sick
5495,,"I can't see well, even with glasses"
5497,,I have itching or rashes
5498,,I have stomachaches or cramps
5499,,I vomit or throw up
5500,,My heart pounds or races
5501,,Parts of my body tingle or feel numb
5502,,I am short of breath or I breathe hard
5503,,Other physical problems not listed
5505,,I physically attack people
5506,,I worry about my appearance
5507,,I have trouble finishing things I should do
5508,,There is very little that I enjoy
5509,,My performance at tasks is poor
5510,,I am poorly coordinated or clumsy
5511,,I avoid talking
5512,,I repeat certain acts over and over
5514,,I have trouble making or keeping friends
5515,,I scream or yell a lot
5516,,I am secretive or keep things to myself
5517,,I see things other people think are not there
5519,,I am self-conscious or easily embarrassed
5520,,I am being punished for what I have done
5521,,I meet my responsibilities to others
5522,,I show off
5523,,I am too shy or timid
5524,,My behavior is irresponsible
5525,,I sleep more than most people during the day
