,Managing behavior,Expressive communication,Receptive communication,Seeking help,Asking questions,Following directions,Habits / routines,Perception,Relationships with unfamiliar people,Relationships with peers,Relationships with parents,Relationships with teachers,Social cooperation,Comfort in social situations,Social communication,Social activity,Social awareness,Respect for others,Sexual behavior,Play,Social belonging,Sense of safety,Response to peer pressure,Bullying,Managing conflict,Coping skills,Resourcefulness,Resilience,Managing emotions,Emotional expression,Emotional awareness,Mood,Managing thoughts,Reasoning ability,Decision-making,Problem solving,Learning new things,Learning from feedback and mistakes,Attention,Memory,Planning,Organization,Time management,Setting and striving for goals,Task initiation,Task completion,Thinking speed,Abstract thinking,Creativity and imagination,Knowledge and skills,Reading,Writing,Motivation,Leadership,Willingness to try new things,Openness,Respect for others,Fairness,Politeness,Patience,Helpfulness,Kindness and caring,Integrity and honesty,Responsibility,Work habits,Independence,Initiative,Assertiveness,Perseverance,Future outlook,Activity level,Effort,Self-control,Self-awareness,Self-monitoring,Self-reflection,Self-acceptance,Self-confidence,Self-advocacy,Self-care / hygiene,Eating and diet,Emotional well-being,Sleep and fatigue,Stress management,Substance use,Academic performance,Class participation
Time management,0.05161290322580646,0.12,-0.1844532279314888,-0.2054128514707074,-0.0818181818181818,-0.3924812030075188,-0.27391304347826084,-0.20039525691699603,-0.303921568627451,0.18408880666049954,-0.20714285714285718,-0.17865446922050693,0.19376172752160942,0.12142857142857143,-0.03995601173020528,-0.05294117647058824,-0.21051020408163262,-0.29901960784313725,0.016773357102341787,0.043492351568576615,-0.11402831402831404,0.1416484097605198,-0.04444922944415393,0.0597165991902834,0.15871254162042175,-0.09825783972125438,-0.07607655502392345,-0.04438770801931773,0.11517715494447381,-0.10573731626363203,-0.2605042016806723,0.24316742081447962,-0.09709474020272968,-0.018469387755102037,0.2433673469387755,0.11206547281419658,-0.16608771168041686,0.1093951093951094,0.019773358001850143,-0.2107034303082935,-0.03923849814912744,0.07296484736355227,1.0,-0.06262443438914027,-0.08812944107785538,-0.018045112781954885,-0.019305019305019308,-0.06766917293233082,0.02712094885548085,-0.5504347826086956,-0.29551685212062573,-0.10504201680672269,-0.048513986013986016,-0.5049019607843138,-0.20098039215686278,0.026659103800340332,-0.35059288537549405,-0.1465086276407031,-0.2765303508921711,0.30137493389740877,-0.04838660063367068,-0.19523809523809524,0.21391304347826084,0.09393665158371041,0.09803921568627452,0.10737812911725954,-0.17272727272727273,0.060356057316543636,-0.20519480519480518,-0.11542957334891878,0.13130434782608694,-0.2667247386759582,-0.34348139255702276,-0.18048651507139077,0.2851526364477336,0.06733031674208144,0.18326220957799902,0.1869565217391304,-0.15744680851063828,0.07284427284427285,0.009803921568627453,0.02402411639853579,0.21185679991650147,0.6689723320158103,-0.10160660008684326,-0.2900564481111593,-0.20633484162895926
Setting and striving for goals,0.09677419354838708,-0.0894736842105263,-0.0613107822410148,-0.0510204081632653,-0.27218215703751725,-0.1847265221878225,-0.03217391304347826,0.14982381959126145,-0.36173913043478256,0.20645586297760213,0.305019305019305,-0.06992481203007518,-0.33220448314787937,0.1061367621274109,-0.08879492600422834,-0.010939145936309864,-0.049892075238976256,0.3878260869565217,-0.20881614131755938,-0.2930612244897959,-0.08795637743006164,-0.16325519344387268,-0.12326530612244897,-0.01696770662287904,-0.008255159474671672,0.05755102040816326,0.02099547511312217,-0.3031653697967817,-0.1429864253393665,-0.3121466768525592,-0.16485867074102367,0.07861163227016886,0.012666515575029588,-0.0022397891963109352,0.25390070921985813,0.0752005347593583,0.05482000218842324,-0.04961067853170189,-0.06480677377333911,-0.1014799154334038,0.012659248508305113,-0.14376321353065538,-0.06262443438914027,1.0,-0.1946636173051267,0.16615067079463364,0.2119487908961593,0.08086956521739129,0.09385532797511019,-0.36347826086956525,0.0610204081632653,-0.1630252100840336,0.22576896787423104,-0.38,0.07565217391304348,-0.14516129032258063,-0.07354301572617947,-0.13520422339538762,-0.32273680198208493,-0.1568010936431989,0.28245766391663046,0.001400560224089636,-0.12857142857142856,-0.22926829268292684,0.4660869565217391,0.01945031712473573,0.10146458583433372,0.36534914361001314,0.07217391304347825,-0.031764705882352945,-0.21052631578947367,-0.23427070795491847,-0.05807642205818497,-0.3383458646616541,0.09780720798957883,-0.43717909996979765,-0.46562847608453833,0.39832285115303984,-0.0469472710453284,-0.18750000000000003,0.04608695652173912,0.3150789012273525,-0.03777472527472527,-0.049999999999999996,-0.010117789187556629,0.4538390379278446,-0.3470243601603453
Task initiation,-0.22167487684729056,-0.1643478260869565,0.03359683794466403,0.10233580018501388,0.39408369408369415,-0.1269565217391304,-0.06719367588932806,-0.21436100131752303,0.49754901960784315,-0.07550878815911193,0.18328044643834118,0.006805807622504539,0.004890953274477837,0.036556909515167234,0.015737203972498087,-0.04027226318774816,0.35953520164046476,0.06127450980392158,-0.22129487075601653,0.21531268264173,0.25647773279352226,0.10191130920903528,-0.10726260420191333,0.11620234604105568,0.4495918367346938,0.021870882740447958,-0.05143191116306254,-0.05109415527183904,-0.12036556909515168,0.4641651031894935,-0.05728871242200795,-0.2520505704594511,-0.21822344322344317,-0.025652753954640745,0.0929386370644465,-0.26442577030812325,-0.2743755781683626,-0.17310924369747901,0.013397358943577431,0.3285972850678733,0.1933897408778424,-0.147085472666868,-0.08812944107785538,-0.1946636173051267,1.0,-0.4156521739130434,-0.005870445344129554,0.23391304347826083,0.030008335648791337,-0.0790513833992095,-0.16820572764465228,-0.2973016773357102,-0.001791958041958042,0.3651960784313726,0.06127450980392158,-0.2182754182754183,0.18637411423204983,-0.1109498467989034,0.02173615857826384,-0.040568104555412855,0.0033529176535728573,-0.12707444286391653,0.18873517786561267,0.16956144159791572,-0.37990196078431376,-0.03465085638998682,-0.17962947152736275,0.2200720288115246,-0.2226086956521739,0.07951644160078748,-0.29739130434782607,-0.07386759581881536,0.15265306122448982,-0.27156593406593404,0.30368906455862976,0.1724946037619488,-0.26508785332314744,-0.05255102040816326,-0.0051583710407239825,-0.09537314642249413,0.11274509803921569,-0.16183518410286385,-0.1717216058743715,-0.12631578947368421,-0.10225792444637428,-0.1828091236494598,0.47361184558434677
Task completion,-0.15,-0.523809523809524,0.17857142857142855,0.22035573122529645,-0.14260869565217388,0.47478260869565214,1.0,0.1964285714285714,0.0,-0.056372549019607844,0.2087912087912088,-0.06956521739130435,-0.08872180451127819,-0.14586466165413534,-0.006993006993006993,-0.0945054945054945,-0.019130434782608695,-0.49999999999999994,0.021978021978021976,0.18,0.1956043956043956,-0.04210526315789473,0.46086956521739125,0.17272727272727276,-0.3029411764705882,0.21078431372549022,-0.09298245614035087,0.010728402032749858,-0.11729323308270674,0.10521739130434782,0.027826086956521737,0.44852941176470595,0.16869565217391302,0.3078260869565217,0.3205882352941176,0.22377622377622378,0.3339920948616601,0.01826086956521739,-0.2916666666666667,-0.22794117647058826,0.08956521739130434,0.2058823529411765,-0.018045112781954885,0.16615067079463364,-0.4156521739130434,1.0,0.7582417582417583,0.7619047619047621,-0.01818181818181818,0.642857142857143,-0.002608695652173913,0.3043478260869565,0.288695652173913,-0.49999999999999994,0.9999999999999999,-0.19230769230769232,0.19565217391304346,0.12990196078431374,0.10086956521739131,-0.2717391304347826,0.1744360902255639,-0.054945054945054944,0.1785714285714286,-0.36470588235294116,-0.09999999999999999,-0.2607142857142857,0.06862745098039216,0.16911764705882354,0.4523809523809524,0.2895652173913043,-0.14285714285714288,0.2747252747252747,-0.08823529411764705,-0.007826086956521738,-0.014705882352941175,-0.17352941176470588,-0.22377622377622378,-0.2321428571428571,-0.03199174406604747,0.17913043478260868,-0.49999999999999994,0.20173913043478262,0.023478260869565212,-0.4285714285714286,0.43529411764705883,-0.008823529411764706,-0.11217391304347826
Thinking speed,0.0,0.22527472527472525,-0.1984126984126984,0.2510026737967915,0.054144385026737976,0.6703296703296703,0.054945054945054944,-0.33516483516483514,0.27272727272727276,0.07443897099069512,0.19230769230769232,-0.07058823529411766,0.08830287777656197,0.4310099573257468,0.21237000547345375,-0.5332591768631813,-0.06506766064338385,0.16363636363636366,-0.011857707509881422,-0.1209103840682788,0.2214569321772952,-0.03622072765578154,0.1312741312741313,0.3413533834586466,-0.18255131964809382,0.04411764705882353,-0.15495495495495495,-0.4024795397455636,0.009692513368983958,0.038306451612903226,0.18131256952169075,0.4899145299145299,0.029149797570850206,0.3548387096774193,0.2591642228739003,0.06766917293233082,0.3705738705738706,0.15979672501411638,0.00196078431372549,0.3203832752613241,0.12178575336470072,0.1568986568986569,-0.019305019305019308,0.2119487908961593,-0.005870445344129554,0.7582417582417583,1.0,0.14869565217391303,0.0548582995951417,0.27472527472527475,-0.0674089068825911,0.1453846153846154,0.08340080971659919,0.27272727272727276,-0.15454545454545454,0.07814407814407814,0.13469251336898397,0.280952380952381,-0.08589572192513369,-0.05420954541771331,0.013165266106442579,-0.14668856048166393,0.009565217391304347,-0.20757020757020758,-0.05454545454545456,-0.0293040293040293,-0.20392156862745098,0.11764705882352944,-0.4461538461538462,0.1259437575227049,0.3186813186813187,0.43076923076923074,-0.07541713014460512,-0.15323886639676113,0.011484593837535015,-0.022441160372194853,0.1519607843137255,0.03372434017595308,-0.08724340175953077,0.1959345002823264,-0.3272727272727273,0.04144144144144144,0.09067336520541286,0.23636363636363636,0.6414956011730205,0.042692939244663386,0.05765765765765766
Abstract thinking,0.23636363636363633,1.0,-0.05714285714285713,-0.33739130434782605,-0.07217391304347825,0.3571428571428572,0.023809523809523815,-0.1964285714285714,-0.25,-0.02450980392156863,0.12087912087912088,-0.15263157894736842,-0.06,-0.051948051948051945,-0.013043478260869565,-0.16173913043478258,-0.4434782608695652,-0.10714285714285716,0.20979020979020982,0.23759398496240602,0.047826086956521734,0.33391304347826084,-0.3413533834586466,0.6153846153846154,0.15588235294117647,0.11565217391304347,0.33999999999999997,-0.3060869565217391,0.08359133126934985,0.4535714285714285,-0.17217391304347823,0.2835164835164835,0.13932806324110672,0.2053663570691434,-0.08529411764705883,0.21818181818181823,0.23928571428571427,0.44055944055944063,0.11913043478260868,0.009565217391304347,0.08977978543195936,0.43137254901960786,-0.06766917293233082,0.08086956521739129,0.23391304347826083,0.7619047619047621,0.14869565217391303,1.0,0.13478260869565215,0.3333333333333334,0.10968379446640317,1.0,0.2275550536420102,-0.25,-0.28571428571428575,-0.10909090909090911,0.14782608695652172,0.03130434782608695,0.20350877192982456,-0.2208695652173913,0.39473684210526316,0.18181818181818185,0.19047619047619052,-0.04166666666666667,0.25,-0.17857142857142855,0.20350877192982456,0.3140350877192983,0.023809523809523815,0.18577075098814233,0.19047619047619052,0.3186813186813187,0.22187822497420018,-0.17565217391304347,-0.356140350877193,-0.015384615384615385,-0.3214285714285715,0.09649122807017543,0.34956521739130436,0.6923076923076923,1.0,-0.20909090909090908,0.3069565217391304,0.19999999999999998,-0.0058823529411764705,0.0029411764705882353,-0.12
Creativity and imagination,0.1523300229182582,-0.3804347826086957,-0.11817761332099908,-0.11198945981554678,-0.013460703430308293,-0.2506493506493506,-0.4208695652173913,0.07967160037002775,-0.09022556390977443,-0.3230804810360777,-0.24459930313588854,0.08860513352346384,-0.08784965034965035,0.4278846153846153,-0.2249881460407776,-0.14210526315789476,-0.16707931358319816,-0.4601503759398496,0.11637372802960222,0.16364699006428993,-0.09392712550607286,-0.027977134798922217,-0.21060606060606063,0.18404118404118405,-0.046438482886216464,0.0060790273556231,0.2883109292811222,-0.21022793687901817,-0.14815226451792168,-0.0408140934456724,-0.17164532954006637,-0.06362545018007203,0.0722902097902098,-0.0730316742081448,-0.02979591836734694,0.33036220727655785,-0.10440949737897008,0.2600758653390232,0.029914529914529912,0.02030612244897959,-0.09481755684822844,-0.10279833487511564,0.02712094885548085,0.09385532797511019,0.030008335648791337,-0.01818181818181818,0.0548582995951417,0.13478260869565215,1.0,-0.27478260869565213,0.10303030303030301,-0.18160265528686578,0.015515734265734266,-0.26766917293233083,-0.08721804511278194,-0.05020242914979757,-0.20816326530612245,-0.03789941650458461,-0.004515400741815836,-0.021372377622377623,0.05844155844155846,0.0130393551446183,-0.37154150197628455,0.0966626650660264,-0.08120300751879699,-0.008556891766882516,-0.01226551226551227,0.062418584455058615,0.2845849802371542,-0.23202805376972535,-0.05335968379446641,-0.062216852914527325,0.07239819004524886,-0.05419580419580419,-0.1223404255319149,0.15787776165134654,0.13744939271255063,-0.05959183673469388,-0.216422569027611,-0.10265528686581317,-0.037593984962406006,-0.17435219460602852,-0.03751296990980925,0.16996047430830039,0.059487624837168906,0.19646160962072154,0.23712597674861824
Knowledge and skills,0.006060606060606061,0.06666666666666667,0.1652173913043478,0.367032967032967,-0.27941176470588236,1.0,0.46086956521739125,0.18956521739130433,0.8999999999999998,-0.28529411764705886,-0.042608695652173914,-0.13383458646616542,0.1360813099943535,-0.014782608695652172,0.5545454545454546,-0.2071428571428571,-0.24754901960784317,0.8999999999999998,0.11764705882352941,0.33032185206098247,0.35824175824175825,0.3608695652173913,0.23565217391304347,0.11188811188811189,-0.3970588235294118,0.4153846153846154,-0.2078260869565217,0.06493506493506496,-0.18608695652173912,-0.009090909090909092,0.23076923076923078,-0.21954887218045113,0.38869565217391305,0.5584415584415584,-0.17857142857142855,0.42869565217391303,0.2352941176470588,0.2517482517482518,0.01652173913043478,0.25696594427244585,0.11688311688311688,-0.24705882352941175,-0.5504347826086956,-0.36347826086956525,-0.0790513833992095,0.642857142857143,0.27472527472527475,0.3333333333333334,-0.27478260869565213,1.0,0.4506493506493507,0.7582417582417583,-0.20173913043478262,0.8999999999999998,0.8999999999999998,0.20979020979020982,0.24608695652173912,0.18173913043478263,0.543859649122807,-0.17193675889328064,0.09473684210526315,0.25,0.3571428571428572,-0.029565217391304344,-0.6,0.013043478260869565,0.3660869565217391,-0.19999999999999998,0.19999999999999998,0.22,0.43333333333333335,0.5665634674922602,-0.021052631578947364,0.40782608695652167,-0.3321428571428571,0.13082706766917293,-0.05294117647058824,-0.41754385964912283,0.42002063983488136,-0.2857142857142857,0.39999999999999997,0.027826086956521737,0.003478260869565217,-0.2380952380952381,0.6105263157894737,-0.047826086956521734,0.04643962848297213
Reading,-0.18692307692307694,-0.3245614035087719,-0.0667247386759582,0.12715191784959226,0.20856389986824767,0.24434782608695652,0.40259740259740256,0.05313588850174217,0.1032967032967033,-0.07125506072874495,0.1608751608751609,-0.16150620867602,-0.22641509433962265,-0.15441057893888083,0.12719941348973607,0.11194331983805669,0.13841421736158577,-0.07252747252747253,-0.08487434803224277,0.3447353040696423,0.0305668016194332,0.15815295815295818,-0.12742519534972363,-0.26502463054187186,-0.014756258234519102,-0.03554006968641116,0.08765306122448979,0.23059163059163065,-0.040271493212669686,0.1440652370884929,-0.07125506072874495,-0.13653674742727495,0.39487526531114464,-0.19596638655462184,-0.016027874564459935,0.2100439882697947,0.3747386759581882,0.6898395721925134,0.32062904717853835,-0.16095842142353772,-0.15814082254145007,-0.4135025713973082,-0.29551685212062573,0.0610204081632653,-0.16820572764465228,-0.002608695652173913,-0.0674089068825911,0.10968379446640317,0.10303030303030301,0.4506493506493507,1.0,0.29373632606757966,-0.3650496785505553,0.12967032967032965,0.5120879120879122,0.033766233766233764,-0.4082718193660443,0.13795918367346935,0.16859728506787328,0.05302048224008297,0.007982583454281567,0.1330206378986867,-0.07565217391304348,0.035734543391945546,0.14725274725274726,-0.07891986062717772,-0.17022624434389136,-0.15239477503628446,0.2843478260869565,-0.2169432201192637,0.29298245614035084,0.16524419155998102,-0.026638477801268497,-0.06487434248977207,-0.062156448202959826,-0.10574507738432867,-0.16173526140155728,-0.07924761023743447,0.1774703557312253,0.3291316526610644,0.2527472527472528,0.08991804840861442,-0.04479021950541817,-0.16202270381836945,0.25161887141535616,-0.12243740377603111,-0.04868778280542986
Writing,0.25357142857142856,0.12087912087912088,0.016532258064516133,0.0020022246941045607,-0.18783422459893048,0.2713043478260869,0.7890109890109891,0.07258064516129033,-0.41666666666666663,0.28384615384615386,0.4756521739130434,-0.12632687788671906,-0.11092436974789917,-0.3638655462184874,0.12631578947368421,-0.04338153503893215,-0.14543114543114544,0.18333333333333335,0.0037606837606837602,0.2268049590794911,0.02692307692307692,0.46917970602181125,-0.02637050005471058,0.12745098039215688,-0.2692307692307693,-0.12,0.033460656990068754,0.15308020571178466,0.08828828828828829,-0.012463343108504396,0.011345939933259176,0.4423645320197043,0.14979757085020245,0.13513513513513514,-0.15567765567765565,0.06103896103896104,0.338423645320197,0.5677655677655677,0.2625,-0.39901477832512305,-0.20516467884888936,0.002608695652173913,-0.10504201680672269,-0.1630252100840336,-0.2973016773357102,0.3043478260869565,0.1453846153846154,1.0,-0.18160265528686578,0.7582417582417583,0.29373632606757966,1.0,-0.048051211409124064,0.049999999999999996,0.016666666666666666,0.37323546019198195,0.33539253539253544,0.35520527859237533,0.26164816465440405,0.05748987854251012,0.17889317889317893,0.22803114571746386,0.04285714285714285,0.08965517241379309,-0.16666666666666669,-0.18790322580645163,0.19050802139037434,0.04378342245989305,-0.08782608695652173,0.0018218623481781378,0.021978021978021976,0.4969230769230769,0.1132369299221357,0.15258082813386273,-0.18564102564102564,-0.14285714285714285,-0.07622811970638058,0.18790322580645163,0.280061115355233,0.5142857142857142,0.6333333333333333,0.07408906882591094,0.3150093808630395,-0.08181818181818183,0.40799120234604097,-0.02309384164222874,-0.36928953399541636
Motivation,0.0357620320855615,-0.10521739130434782,0.08388955582232892,0.0975023126734505,-0.13248868778280543,0.38869565217391305,-0.06173913043478261,-0.021944777911164462,0.41052631578947374,0.0854081632653061,0.34407665505226487,-0.17770737327188943,-0.3562136435748281,0.14928955453149,-0.39719887955182076,-0.20144435933909616,-0.42206975414522585,-0.1719298245614035,-0.04743083003952568,-0.03538252791984136,-0.10688259109311742,-0.07843701996927804,0.0003701745108408249,0.16639676113360324,-0.019591836734693877,-0.21620859760394645,0.05177027899966164,-0.26730628793029637,-0.06978394739588771,-0.4923076923076924,-0.14826567458146406,0.1921464279954846,-0.3586212929752427,0.11032125768967875,0.44528875379939203,0.22777732760716313,-0.08538945331398162,-0.5698889879264242,-0.15285714285714283,-0.3333673469387755,0.19069055944055943,0.2087755102040816,-0.048513986013986016,0.22576896787423104,-0.001791958041958042,0.288695652173913,0.08340080971659919,0.2275550536420102,0.015515734265734266,-0.20173913043478262,-0.3650496785505553,-0.048051211409124064,1.0,0.29298245614035084,0.08421052631578947,-0.09939271255060729,0.2656108597285068,-0.1394395078605605,-0.13454120397428407,-0.31503496503496503,0.06896360100027787,-0.17022285443338073,-0.3379446640316206,-0.16973068859861312,0.1087719298245614,0.07380552220888356,0.01607466943220119,0.39015606242497,-0.011304347826086955,-0.1669546850998464,0.15217391304347824,-0.0759589247961341,0.05910337042412513,-0.017788296369813338,-0.2864631514030219,-0.2335107240767618,-0.12793522267206478,0.24733031674208145,-0.13122448979591836,-0.003484320557491289,-0.2,0.0388986013986014,0.34854343452016445,0.10968379446640317,0.031164465786314523,0.4437187550395097,-0.04653876069484056
Leadership,-0.1434782608695652,-0.7142857142857143,0.20979020979020982,0.4991304347826086,0.1956043956043956,-0.49999999999999994,0.9999999999999999,0.0,0.7017391304347826,0.13478260869565215,0.28484848484848485,0.18956521739130433,0.010526315789473682,0.023478260869565212,-0.05391304347826086,0.5515151515151515,0.5529411764705882,0.09391304347826085,0.4417391304347826,0.11274509803921569,0.5,0.06176470588235294,0.4071428571428571,-0.18787878787878787,-0.2797202797202798,0.06869565217391303,-0.049999999999999996,0.033913043478260865,-0.1411764705882353,0.13939393939393938,0.15454545454545454,-0.1076923076923077,-0.32434782608695645,0.15604395604395604,0.08086956521739129,0.18181818181818182,0.13736263736263735,-0.6363636363636364,-0.12637362637362637,0.14285714285714285,0.18627450980392157,0.3095652173913043,-0.5049019607843138,-0.38,0.3651960784313726,-0.49999999999999994,0.27272727272727276,-0.25,-0.26766917293233083,0.8999999999999998,0.12967032967032965,0.049999999999999996,0.29298245614035084,1.0,0.2573913043478261,-0.5151515151515151,0.2657342657342658,0.7669565217391304,0.5382608695652172,-0.4333333333333333,-0.5588235294117647,0.5515151515151515,0.5428571428571429,-0.45604395604395603,-0.2539130434782608,0.4685314685314686,0.22637362637362637,0.4945054945054945,0.4285714285714286,0.12967032967032965,-0.08571428571428573,0.5034965034965035,0.22,-0.029411764705882353,0.20347826086956516,0.1764705882352941,0.07692307692307693,-0.1973913043478261,0.25274725274725274,-0.24848484848484845,0.0008695652173913043,-0.4121739130434783,-0.07826086956521738,-0.28571428571428575,0.2923076923076923,0.016483516483516484,0.10539215686274511
Willingness to try new things,-0.1434782608695652,-0.3142857142857143,0.2657342657342658,-0.006956521739130434,0.22637362637362637,0.9999999999999999,0.9999999999999999,0.006993006993006993,0.3904347826086956,0.15739130434782608,0.19999999999999998,-0.03130434782608695,-0.5037593984962406,-0.13565217391304346,0.4452173913043478,0.07878787878787878,0.2676470588235294,-0.12608695652173912,-0.04347826086956521,0.07107843137254903,0.29090909090909095,0.2588235294117647,0.5285714285714286,-0.0303030303030303,0.1328671328671329,0.497391304347826,-0.3928571428571428,0.04608695652173912,-0.2441176470588235,0.0303030303030303,0.0,-0.16923076923076924,-0.1452173913043478,0.4593406593406593,0.0634782608695652,0.2545454545454546,0.010989010989010988,-0.21818181818181823,0.12637362637362637,-0.16483516483516483,-0.10049019607843139,-0.4017391304347826,-0.20098039215686278,0.07565217391304348,0.06127450980392158,0.9999999999999999,-0.15454545454545454,-0.28571428571428575,-0.08721804511278194,0.8999999999999998,0.5120879120879122,0.016666666666666666,0.08421052631578947,0.2573913043478261,1.0,0.01818181818181818,-0.08391608391608392,0.05826086956521739,0.49999999999999994,-0.02456140350877193,0.09999999999999999,-0.1515151515151515,0.2571428571428572,-0.3736263736263736,-0.18173913043478263,0.17482517482517487,0.44175824175824174,0.2582417582417582,0.4285714285714286,-0.07252747252747253,-0.7142857142857143,0.5524475524475525,0.19565217391304346,-0.03676470588235294,-0.050434782608695654,0.032352941176470584,-0.09090909090909093,0.006956521739130434,0.12637362637362637,-0.09090909090909088,0.01217391304347826,-0.08086956521739129,-0.0634782608695652,-0.10714285714285716,0.5560439560439561,-0.39010989010989006,-0.2132352941176471
Openness,0.37913043478260866,0.1607142857142857,0.25615763546798026,-0.1398046398046398,-0.07044334975369455,-0.005494505494505494,0.07692307692307693,0.15325670498084293,-0.18787878787878787,-0.15172413793103445,0.06041784302653869,0.15070028011204484,-0.057008425429478066,-0.07819463576695569,-0.28421052631578947,-0.13896103896103898,-0.3445855614973262,0.23636363636363633,0.014285714285714282,0.3132727869569975,0.23626373626373626,0.30347490347490347,-0.31680672268907567,-0.0016420361247947454,-0.5682200152788388,0.10989010989010989,0.14956011730205276,0.1389284020862968,-0.08288288288288288,-0.1621802002224694,0.040090344438170535,0.21891711229946526,0.16813872457661452,-0.32016129032258067,-0.3643951057450774,0.08812260536398467,-0.09060351413292589,0.3798029556650246,0.21123321123321123,-0.1601906158357771,-0.26533101045296176,-0.19193548387096776,0.026659103800340332,-0.14516129032258063,-0.2182754182754183,-0.19230769230769232,0.07814407814407814,-0.10909090909090911,-0.05020242914979757,0.20979020979020982,0.033766233766233764,0.37323546019198195,-0.09939271255060729,-0.5151515151515151,0.01818181818181818,1.0,-0.34676434676434675,0.02419354838709677,0.12098930481283422,0.4128514707073981,-0.228143122879965,0.1116584564860427,-0.19304347826086957,-0.0817733990147783,0.3696969696969697,-0.060207991242473995,0.32458172458172463,-0.24266862170087974,-0.06373626373626373,-0.13163365794944742,0.3,0.18153846153846154,-0.25443548387096776,0.11740890688259109,-0.18114973262032086,0.2320855614973262,0.10509031198686371,-0.0817733990147783,0.13308913308913306,0.1060869565217391,-0.5272727272727272,-0.16962676962676965,0.0757637144477757,0.5345849802371541,0.08011204481792718,-0.18883415435139572,-0.29612299465240643
Respect for others,0.3235460191981932,-0.1519607843137255,0.1596454754349491,0.15630824082327202,-0.0702436016034536,0.32521739130434785,0.034782608695652174,0.1406061932377722,-0.04195804195804196,0.24509803921568626,0.4976317799847212,0.04848484848484848,-0.15177304964539004,-0.10120259019426457,0.19753694581280784,-0.10759330759330761,0.0975023126734505,0.8251748251748254,-0.125,-0.10662966389145853,-0.1697860962566845,0.22071428571428572,0.16571428571428568,0.026153846153846153,-0.09775910364145657,-0.11737451737451739,-0.0650238818931828,-0.06070767807585569,-0.15884425651867512,0.2507257448433919,0.22323960781136054,-0.07444286391654813,-0.0992913856398873,0.09347629115070977,0.015431627196333078,-0.10373900293255131,-0.12920815552394496,-0.34310850439882695,0.08973172987974098,-0.09838056680161945,-0.12624837168910116,0.11932773109243698,-0.35059288537549405,-0.07354301572617947,0.18637411423204983,0.19565217391304346,0.13469251336898397,0.14782608695652172,-0.20816326530612245,0.24608695652173912,-0.4082718193660443,0.33539253539253544,0.2656108597285068,0.2657342657342658,-0.08391608391608392,-0.34676434676434675,1.0,0.14893617021276595,0.33705829054666264,-0.3709183673469387,0.020688613711869523,-0.0903225806451613,0.012254901960784315,-0.08360323886639677,-0.013986013986013986,0.057446110077689023,0.06855934762911507,0.15487804878048783,-0.42255639097744363,0.3256108597285068,-0.5465686274509804,0.06158357771260996,0.09005361636940584,0.02171717171717172,-0.06834733893557424,-0.2882882882882883,-0.30830280830280826,0.1038406827880512,-0.09599303135888504,0.2660427807486631,0.30069930069930073,0.12653061224489795,-0.17710407239819004,-0.1264705882352941,-0.18284276179013018,-0.0757085020242915,-0.022432932469935246
Fairness,-0.059129106187929714,-0.37293233082706767,0.2580690627202255,0.029852366478506292,-0.036544850498338874,0.18382352941176472,0.2452173913043478,0.1434813248766737,0.3043478260869565,-0.017691951896392232,0.13063063063063063,-0.09487354750512646,-0.06431989063568012,-0.013907985193019563,0.06523708849290244,0.06795366795366796,0.26126482213438734,-0.11826086956521738,0.352104532839963,-0.17894646973448303,0.36050420168067226,0.11002886002886005,0.18378202344767694,-0.20201612903225807,-0.26027874564459935,-0.04672268907563025,-0.011611030478955005,-0.00864376018948599,-0.020090497737556563,-0.08588709677419355,0.3091577540106952,-0.21292660827544546,-0.063282213996122,0.045849802371541494,-0.014492753623188406,0.04633204633204633,0.0427767354596623,-0.0219941348973607,0.022448979591836733,0.12820900030202353,0.04874925296678903,0.19321615787850752,-0.1465086276407031,-0.13520422339538762,-0.1109498467989034,0.12990196078431374,0.280952380952381,0.03130434782608695,-0.03789941650458461,0.18173913043478263,0.13795918367346935,0.35520527859237533,-0.1394395078605605,0.7669565217391304,0.05826086956521739,0.02419354838709677,0.14893617021276595,1.0,0.2415475509815132,-0.09603554340396446,-0.27930959617889706,0.02565982404692082,-0.02982456140350877,-0.18674838112858466,-0.26608695652173914,0.20690627202255105,0.08273709483793518,0.03662714097496706,-0.05714285714285714,0.24246563647229574,0.13233082706766916,0.43502024291497976,-0.16119687440442154,0.09139227378791807,0.10301780286582718,0.18097251585623678,0.2800802139037434,-0.13239819004524886,0.13922294172062905,-0.08225806451612905,0.15652173913043477,0.0516657852987837,-0.08209706959706958,-0.031578947368421054,0.1280579885231048,-0.08728222996515682,-0.19530527289546717
